,DE0005785802,DE000KSAG888,DE000STRA555,DE0006062144,DE000TUAG505,DE000A12DM80,DE000EVNK013,DE0006202005,DE000LEG1110,DE0005089031,DE0006095003,DE000A161408,DE0005470405,DE000A0DJ6J9,DE000A1TNUT7,DE0006200108,DE0005232805,DE000A0WMPJ6,DE000WCH8881,DE0007165607,DE0005313704,DE0007030009,DE000A3ENQ51,DE0006766504,DE0007314007,DE000BASF111,DE000A1PHFF7,FR001400PVN6,DE0007461006,DE0005773303,DE0005158703,DE000A1TNV91,DE0006602006,DE0008232125,DE0006969603,DE0005093108,DE000WAF3001,Total
2025-02-14,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.49,0.0,0.0,5.220000000000001
2025-02-13,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.49,0.0,0.0,5.2700000000000005
2025-02-12,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.49,0.0,0.0,5.300000000000001
2025-02-11,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.49,0.0,0.0,5.25
2025-02-10,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.55,0.0,0.0,5.14
2025-02-09,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.61,0.0,0.0,5.04
2025-02-08,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.61,0.0,0.0,5.04
2025-02-07,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.61,0.0,0.0,5.04
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.52,0.0,0.0,4.050000000000001
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.52,0.0,0.0,3.39
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.52,0.0,0.0,3.4000000000000004
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.52,0.0,0.0,3.4000000000000004
2025-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.52,0.0,0.0,3.4000000000000004
2025-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.52,0.0,0.0,3.4000000000000004
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.38,0.52,0.0,0.0,3.7800000000000002
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.38,0.52,0.0,0.0,3.7800000000000002
2025-01-29,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.38,0.0,0.0,0.0,3.56
2025-01-28,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.38,0.0,0.0,0.0,4.0200000000000005
2025-01-27,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,0.38,0.0,0.0,0.0,4.0200000000000005
2025-01-26,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.95,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.38,0.0,0.0,0.0,3.87
2025-01-25,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.95,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.38,0.0,0.0,0.0,3.87
2025-01-24,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.95,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.38,0.0,0.0,0.0,3.87
2025-01-23,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.95,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.5,0.0,0.0,0.59,0.0,0.0,0.0,4.03
2025-01-22,0.0,0.3,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.78,0.82,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.5,0.0,0.0,0.59,0.0,0.0,0.0,4.3500000000000005
2025-01-21,0.0,0.77,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.78,0.82,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.5,0.0,0.49,0.59,0.0,0.0,0.0,5.3100000000000005
2025-01-20,0.0,0.86,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.78,0.7,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.5,0.0,0.49,0.59,0.0,0.0,0.0,5.44
2025-01-19,0.0,0.86,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.78,0.6,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.59,0.0,0.0,0.0,4.83
2025-01-18,0.0,0.86,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.78,0.6,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.59,0.0,0.0,0.0,4.83
2025-01-17,0.0,0.86,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.78,0.6,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.59,0.0,0.0,0.0,4.83
2025-01-16,0.0,0.92,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.78,0.6,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.6,0.0,0.0,0.0,4.95
2025-01-15,0.0,0.88,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.78,0.6,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.6,0.0,0.0,0.0,5.0
2025-01-14,0.0,0.97,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.78,0.6,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.6,0.0,0.0,0.0,4.64
2025-01-13,0.0,0.97,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.78,0.6,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,4.6499999999999995
2025-01-12,0.0,1.04,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.81,0.6,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.6,0.0,0.0,0.0,4.739999999999999
2025-01-11,0.0,1.04,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.81,0.6,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.6,0.0,0.0,0.0,4.739999999999999
2025-01-10,0.0,1.04,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.81,0.6,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.49,0.6,0.0,0.0,0.0,5.22
2025-01-09,0.0,1.04,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.81,0.6,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.5,0.6,0.0,0.0,0.0,5.25
2025-01-08,0.0,1.04,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.81,0.6,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.5,0.0,0.0,0.0,0.0,4.6
2025-01-07,0.0,0.96,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.81,0.6,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,4.02
2025-01-06,0.0,0.88,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,3.7800000000000002
2025-01-05,0.0,0.99,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,3.69
2025-01-04,0.0,0.99,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,3.69
2025-01-03,0.0,0.99,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,3.69
2025-01-02,0.0,0.99,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.53,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.63
2025-01-01,0.0,0.99,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.6
2024-12-31,0.0,0.99,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.6
2024-12-30,0.0,0.99,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.6
2024-12-29,0.0,0.99,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1
2024-12-28,0.0,0.99,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1
2024-12-27,0.0,0.99,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.54
2024-12-26,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.62
2024-12-25,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.62
2024-12-24,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.62
2024-12-23,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.62
2024-12-22,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.62
2024-12-21,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.62
2024-12-20,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.62
2024-12-19,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,3.4800000000000004
2024-12-18,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.52,0.0,0.0,0.0,0.0,0.0,3.29
2024-12-17,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7800000000000002
2024-12-16,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7800000000000002
2024-12-15,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2024-12-14,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.68
2024-12-13,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1500000000000004
2024-12-12,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1500000000000004
2024-12-11,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1500000000000004
2024-12-10,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4800000000000004
2024-12-09,0.0,1.07,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4800000000000004
2024-12-08,0.0,1.2,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6100000000000003
2024-12-07,0.0,1.2,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6100000000000003
2024-12-06,0.0,1.2,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.6100000000000003
2024-12-05,0.0,1.39,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41
2024-12-04,0.0,1.39,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4400000000000004
2024-12-03,0.0,1.39,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7800000000000002
2024-12-02,0.0,1.44,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67
2024-12-01,0.0,1.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.029999999999999
2024-11-30,0.0,1.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.029999999999999
2024-11-29,0.0,1.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.029999999999999
2024-11-28,0.0,1.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88
2024-11-27,0.0,1.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71
2024-11-26,0.0,1.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.569999999999999
2024-11-25,0.0,1.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0200000000000005
2024-11-24,0.0,1.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03
2024-11-23,0.0,1.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03
2024-11-22,0.0,1.58,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03
