,DE000WAF3001,DE000A0Z23Q5,DE0005102008,DE000A0HHJR3,DE000A35JS40,DE000A1H8BV3,DE0005419105,DE000A0DJ6J9,DE000A0D6554,DE000NCA0001,DE000A1MMCC8,DE0005493365,DE0005800601,DE0005158703,FR001400T0D6,DE0005677108,DE0005089031,DE000A0WMPJ6,DE000KSAG888,DE0005470405,DE000A161N30,Total
2024-12-19,0.57,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15
2024-12-18,0.57,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15
2024-12-17,0.57,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.279999999999999
2024-12-16,0.57,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.279999999999999
2024-12-15,0.57,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.279999999999999
2024-12-14,0.57,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.279999999999999
2024-12-13,0.57,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.279999999999999
2024-12-12,0.57,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.279999999999999
2024-12-11,0.78,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49
2024-12-10,0.78,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49
2024-12-09,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.48,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07
2024-12-08,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.48,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07
2024-12-07,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.48,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07
2024-12-06,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.48,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07
2024-12-05,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.48,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07
2024-12-04,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.48,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07
2024-12-03,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.48,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07
2024-12-02,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.48,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07
2024-12-01,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11
2024-11-30,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11
2024-11-29,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11
2024-11-28,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.18,0.61,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11
2024-11-27,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-26,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-25,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-24,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-23,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-22,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-21,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-20,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-19,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-18,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-17,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-16,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-15,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-14,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-13,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-12,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-11,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-10,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-09,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-08,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-07,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-06,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
2024-11-05,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69
2024-11-04,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.21,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69
2024-11-03,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.11,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001
2024-11-02,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.11,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001
2024-11-01,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.11,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001
2024-10-31,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.11,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001
2024-10-30,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.11,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001
2024-10-29,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.11,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001
2024-10-28,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.510000000000001
2024-10-27,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.510000000000001
2024-10-26,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.510000000000001
2024-10-25,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.510000000000001
2024-10-24,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-23,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-22,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-21,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-20,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-19,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-18,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-17,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-16,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-15,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-14,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-13,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-12,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-11,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-10,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-09,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-08,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-10-07,0.88,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430000000000001
2024-10-06,0.88,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430000000000001
2024-10-05,0.88,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430000000000001
2024-10-04,0.88,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430000000000001
2024-10-03,0.88,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430000000000001
2024-10-02,0.88,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430000000000001
2024-10-01,0.88,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430000000000001
2024-09-30,0.88,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430000000000001
2024-09-29,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-09-28,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-09-27,0.88,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54
2024-09-26,0.93,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001
2024-09-25,0.93,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001
2024-09-24,0.93,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001
2024-09-23,0.93,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.590000000000001
2024-09-22,0.93,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62
2024-09-21,0.93,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62
2024-09-20,0.93,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62
2024-09-19,0.93,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62
2024-09-18,0.93,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62
2024-09-17,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.52,1.03,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67
2024-09-16,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.52,1.03,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46
2024-09-15,1.0,0.6,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13
2024-09-14,1.0,0.6,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13
2024-09-13,1.0,0.6,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13
2024-09-12,1.0,0.6,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13
2024-09-11,1.0,0.6,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13
2024-09-10,1.0,0.6,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63
2024-09-09,1.0,0.6,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63
2024-09-08,1.0,0.52,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
2024-09-07,1.0,0.52,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
2024-09-06,1.0,0.52,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
2024-09-05,1.0,0.52,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
2024-09-04,1.0,0.52,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55
2024-09-03,1.0,0.52,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
2024-09-02,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98
2024-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98
2024-08-31,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98
2024-08-30,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98
2024-08-29,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98
2024-08-28,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-27,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-26,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-25,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-24,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-23,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-22,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-21,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-20,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-19,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-18,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-17,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-16,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
2024-08-15,1.0,0.0,0.0,0.0,0.0,0.26,0.67,0.0,0.0,0.81,0.52,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96
2024-08-14,1.0,0.0,0.0,0.0,0.0,0.26,0.67,0.0,0.0,0.81,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8800000000000003
2024-08-13,1.0,0.0,0.0,0.0,0.0,0.26,0.67,0.0,0.0,0.81,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8800000000000003
2024-08-12,1.0,0.0,0.0,0.0,0.0,0.26,0.67,0.0,0.0,0.81,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8800000000000003
2024-08-11,1.0,0.0,0.0,0.0,0.0,0.26,0.67,0.0,0.0,0.81,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8800000000000003
2024-08-10,1.0,0.0,0.0,0.0,0.0,0.26,0.67,0.0,0.0,0.81,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8800000000000003
2024-08-09,1.0,0.0,0.0,0.0,0.0,0.26,0.67,0.0,0.0,0.81,0.52,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8800000000000003
2024-08-08,1.0,0.0,0.0,0.0,0.0,0.26,0.67,0.0,0.0,0.81,0.52,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8000000000000003
2024-08-07,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54
2024-08-06,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.81,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2024-08-05,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.7,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89
2024-08-04,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.7,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89
2024-08-03,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.7,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89
2024-08-02,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.7,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89
2024-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37
2024-07-31,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37
2024-07-30,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37
