,6BS8JLEICI3VGJ264L55,549300DCU7KOL83B3B08,549300SHI4D0QGWI8X45,-096-,-077-,549300GC5MDF1KXYMP06,635400IAV22ZOU1NFS89,549300UV4DM2KIBBQ741,549300ARVD4LVNCUBN81,-031-,Total,Market_capitalization
2024-09-19,1.08,1.82,0.6,0.0,0.56,1.0,0.0,0.0,0.0,0.0,5.0600000000000005,2870000000.0
2024-09-18,1.08,1.79,0.5,0.9,0.56,1.0,0.0,0.0,0.0,0.0,5.83,2870000000.0
2024-09-17,1.08,1.79,0.5,1.3,0.56,1.0,0.0,0.0,0.0,0.0,6.23,2870000000.0
2024-09-16,1.08,1.79,0.5,2.14,0.56,1.0,0.0,0.0,0.0,0.0,7.07,2870000000.0
2024-09-15,1.08,1.79,0.5,2.29,0.56,1.0,0.0,0.0,0.0,0.0,7.220000000000001,2870000000.0
2024-09-14,1.08,1.79,0.5,2.29,0.56,1.0,0.0,0.0,0.0,0.0,7.220000000000001,2870000000.0
2024-09-13,1.08,1.79,0.5,2.29,0.56,1.0,0.0,0.0,0.0,0.0,7.220000000000001,2870000000.0
2024-09-12,1.08,1.79,0.5,2.67,0.56,1.0,0.0,0.0,0.0,0.0,7.6,2870000000.0
2024-09-11,1.08,1.79,0.5,3.03,0.56,0.91,0.0,0.0,0.0,0.0,7.870000000000001,2870000000.0
2024-09-10,1.08,1.79,0.5,3.03,0.56,0.91,0.0,0.0,0.0,0.0,7.870000000000001,2870000000.0
2024-09-09,1.08,1.8,0.5,2.83,0.56,0.91,0.0,0.0,0.0,0.0,7.68,2870000000.0
2024-09-08,1.08,1.8,0.5,2.28,0.56,0.91,0.0,0.0,0.0,0.0,7.130000000000001,2870000000.0
2024-09-07,1.08,1.8,0.5,2.28,0.56,0.91,0.0,0.0,0.0,0.0,7.130000000000001,2870000000.0
2024-09-06,1.08,1.8,0.5,2.28,0.56,0.91,0.0,0.0,0.0,0.0,7.130000000000001,2870000000.0
2024-09-05,1.08,1.8,0.5,2.1,0.56,0.91,0.0,0.0,0.0,0.0,6.950000000000001,2870000000.0
2024-09-04,1.18,1.8,0.5,2.61,0.56,0.91,0.0,0.0,0.0,0.0,7.5600000000000005,2870000000.0
2024-09-03,1.18,1.8,0.5,2.36,0.56,0.91,0.0,0.0,0.0,0.0,7.3100000000000005,2870000000.0
2024-09-02,1.18,1.8,0.5,1.63,0.56,0.8,0.0,0.0,0.0,0.0,6.47,2870000000.0
2024-09-01,1.18,1.8,0.5,1.63,0.56,0.8,0.0,0.0,0.0,0.0,6.47,2870000000.0
2024-08-31,1.18,1.8,0.5,1.63,0.56,0.8,0.0,0.0,0.0,0.0,6.47,2870000000.0
2024-08-30,1.18,1.8,0.5,1.63,0.56,0.8,0.0,0.0,0.0,0.0,6.47,2870000000.0
2024-08-29,1.18,1.8,0.5,1.56,0.56,0.8,0.0,0.0,0.0,0.0,6.3999999999999995,2870000000.0
2024-08-28,1.18,1.8,0.5,1.73,0.56,0.8,0.0,0.0,0.0,0.0,6.569999999999999,2870000000.0
2024-08-27,1.18,1.8,0.5,1.26,0.56,0.8,0.0,0.0,0.0,0.0,6.1000000000000005,2870000000.0
2024-08-26,1.18,1.8,0.5,1.43,0.56,0.8,0.0,0.0,0.0,0.0,6.2700000000000005,2870000000.0
2024-08-25,1.18,1.8,0.5,1.59,0.56,0.8,0.0,0.0,0.0,0.0,6.430000000000001,2870000000.0
2024-08-24,1.18,1.8,0.5,1.59,0.56,0.8,0.0,0.0,0.0,0.0,6.430000000000001,2870000000.0
2024-08-23,1.18,1.8,0.5,1.59,0.56,0.8,0.0,0.0,0.0,0.0,6.430000000000001,2870000000.0
2024-08-22,1.18,1.8,0.5,1.88,0.56,0.8,0.0,0.0,0.0,0.0,6.72,2870000000.0
2024-08-21,1.18,1.8,0.5,1.76,0.56,0.8,0.0,0.0,0.0,0.0,6.6000000000000005,2870000000.0
2024-08-20,1.18,1.8,0.5,2.14,0.56,0.8,0.0,0.0,0.0,0.0,6.9799999999999995,2870000000.0
2024-08-19,1.18,1.8,0.5,2.14,0.56,0.8,0.0,0.0,0.0,0.0,6.9799999999999995,2870000000.0
2024-08-18,1.18,1.8,0.5,2.37,0.56,0.8,0.0,0.0,0.0,0.0,7.21,2870000000.0
2024-08-17,1.18,1.8,0.5,2.37,0.56,0.8,0.0,0.0,0.0,0.0,7.21,2870000000.0
2024-08-16,1.18,1.8,0.5,2.37,0.56,0.8,0.0,0.0,0.0,0.0,7.21,2870000000.0
2024-08-15,1.18,1.8,0.5,2.37,0.56,0.8,0.0,0.0,0.0,0.0,7.21,2870000000.0
2024-08-14,1.18,1.8,0.5,2.64,0.56,0.8,0.0,0.0,0.0,0.0,7.4799999999999995,2870000000.0
2024-08-13,1.18,1.8,0.5,2.77,0.56,0.8,0.0,0.0,0.0,0.0,7.61,2870000000.0
2024-08-12,1.18,1.8,0.5,2.6,0.56,0.7,0.0,0.0,0.0,0.0,7.340000000000001,2870000000.0
2024-08-11,1.18,1.8,0.5,2.84,0.56,0.7,0.0,0.0,0.0,0.0,7.580000000000001,2870000000.0
2024-08-10,1.18,1.8,0.5,2.84,0.56,0.7,0.0,0.0,0.0,0.0,7.580000000000001,2870000000.0
2024-08-09,1.18,1.8,0.5,2.84,0.56,0.7,0.0,0.0,0.0,0.0,7.580000000000001,2870000000.0
2024-08-08,1.18,1.8,0.5,3.05,0.56,0.7,0.0,0.0,0.0,0.0,7.79,2870000000.0
2024-08-07,1.18,1.79,0.5,3.05,0.56,0.7,0.0,0.0,0.0,0.0,7.78,2870000000.0
2024-08-06,1.18,1.79,0.5,3.23,0.56,0.7,0.0,0.0,0.0,0.0,7.96,2870000000.0
2024-08-05,1.2,1.84,0.5,3.49,0.56,0.7,0.0,0.0,0.0,0.0,8.29,2870000000.0
2024-08-04,1.0,1.71,0.5,1.51,0.56,0.7,0.0,0.0,0.0,0.0,5.9799999999999995,2870000000.0
2024-08-03,1.0,1.71,0.5,1.51,0.56,0.7,0.0,0.0,0.0,0.0,5.9799999999999995,2870000000.0
2024-08-02,1.0,1.71,0.5,1.51,0.56,0.7,0.0,0.0,0.0,0.0,5.9799999999999995,2870000000.0
2024-08-01,1.0,1.71,0.5,0.65,0.56,0.7,0.0,0.0,0.0,0.0,5.12,2870000000.0
2024-07-31,1.0,1.71,0.5,0.55,0.56,0.7,0.0,0.0,0.0,0.0,5.0200000000000005,2870000000.0
2024-07-30,1.0,1.71,0.5,0.94,0.56,0.7,0.0,0.0,0.0,0.0,5.410000000000001,2870000000.0
2024-07-29,1.0,1.71,0.5,0.71,0.56,0.7,0.0,0.0,0.0,0.0,5.180000000000001,2870000000.0
2024-07-28,1.0,1.71,0.5,0.84,0.56,0.7,0.0,0.0,0.0,0.0,5.31,2870000000.0
2024-07-27,1.0,1.71,0.5,0.84,0.56,0.7,0.0,0.0,0.0,0.0,5.31,2870000000.0
2024-07-26,1.0,1.71,0.5,0.84,0.56,0.7,0.0,0.0,0.0,0.0,5.31,2870000000.0
2024-07-25,1.0,1.71,0.5,0.84,0.56,0.7,0.0,0.0,0.0,0.0,5.31,2870000000.0
2024-07-24,1.0,1.66,0.5,0.84,0.56,0.7,0.0,0.0,0.0,0.0,5.260000000000001,2870000000.0
2024-07-23,1.0,1.66,0.5,1.15,0.56,0.61,0.0,0.0,0.0,0.0,5.480000000000001,2870000000.0
2024-07-22,1.0,1.7,0.5,1.01,0.56,0.61,0.0,0.0,0.0,0.0,5.38,2870000000.0
2024-07-21,1.0,1.7,0.5,0.56,0.56,0.61,0.0,0.0,0.0,0.0,4.930000000000001,2870000000.0
2024-07-20,1.0,1.7,0.5,0.56,0.56,0.61,0.0,0.0,0.0,0.0,4.930000000000001,2870000000.0
2024-07-19,1.0,1.7,0.5,0.56,0.56,0.61,0.0,0.0,0.0,0.0,4.930000000000001,2870000000.0
2024-07-18,1.0,1.6,0.5,0.58,0.56,0.61,0.0,0.0,0.0,0.0,4.8500000000000005,2870000000.0
2024-07-17,1.0,1.6,0.5,0.58,0.56,0.61,0.0,0.0,0.0,0.0,4.8500000000000005,2870000000.0
2024-07-16,1.0,1.6,0.5,0.58,0.56,0.61,0.0,0.0,0.0,0.0,4.8500000000000005,2870000000.0
2024-07-15,1.0,1.5,0.5,0.58,0.56,0.61,0.0,0.0,0.0,0.0,4.750000000000001,2870000000.0
2024-07-14,1.0,1.5,0.5,0.58,0.56,0.61,0.0,0.0,0.0,0.0,4.750000000000001,2870000000.0
2024-07-13,1.0,1.5,0.5,0.58,0.56,0.61,0.0,0.0,0.0,0.0,4.750000000000001,2870000000.0
2024-07-12,1.0,1.5,0.5,0.58,0.56,0.61,0.0,0.0,0.0,0.0,4.750000000000001,2870000000.0
2024-07-11,1.0,1.5,0.5,0.58,0.56,0.61,0.0,0.0,0.0,0.0,4.750000000000001,2870000000.0
2024-07-10,1.0,1.5,0.5,0.58,0.56,0.51,0.0,0.0,0.0,0.0,4.65,2870000000.0
2024-07-09,1.0,1.5,0.5,0.58,0.56,0.51,0.0,0.0,0.0,0.0,4.65,2870000000.0
2024-07-08,1.0,1.43,0.49,0.58,0.56,0.51,0.0,0.0,0.0,0.0,4.57,2870000000.0
2024-07-07,1.0,1.43,0.49,0.58,0.56,0.51,0.0,0.0,0.0,0.0,4.57,2870000000.0
2024-07-06,1.0,1.43,0.49,0.58,0.56,0.51,0.0,0.0,0.0,0.0,4.57,2870000000.0
2024-07-05,1.0,1.43,0.49,0.58,0.56,0.51,0.0,0.0,0.0,0.0,4.57,2870000000.0
2024-07-04,1.0,1.39,0.49,0.58,0.56,0.51,0.0,0.0,0.0,0.0,4.529999999999999,2870000000.0
2024-07-03,1.0,1.39,0.49,0.58,0.46,0.51,0.0,0.0,0.0,0.0,4.43,2870000000.0
2024-07-02,1.0,1.41,0.49,0.58,0.46,0.51,0.0,0.0,0.0,0.0,4.45,2870000000.0
2024-07-01,1.0,1.41,0.49,0.58,0.46,0.51,0.0,0.0,0.0,0.0,4.45,2870000000.0
2024-06-30,1.0,1.41,0.5,0.58,0.46,0.51,0.0,0.0,0.0,0.0,4.46,3200000000.0
2024-06-29,1.0,1.41,0.5,0.58,0.46,0.51,0.0,0.0,0.0,0.0,4.46,3200000000.0
2024-06-28,1.0,1.41,0.5,0.58,0.46,0.51,0.0,0.0,0.0,0.0,4.46,3200000000.0
2024-06-27,0.98,1.41,0.5,0.58,0.46,0.0,0.0,0.0,0.0,0.0,3.9299999999999997,3200000000.0
2024-06-26,0.98,1.41,0.5,0.42,0.46,0.0,0.0,0.0,0.0,0.0,3.7699999999999996,3200000000.0
2024-06-25,0.98,1.34,0.5,0.42,0.56,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,3200000000.0
2024-06-24,0.98,1.34,0.5,0.42,0.56,0.0,0.0,0.0,0.0,0.0,3.8000000000000003,3200000000.0
2024-06-23,0.98,1.34,0.5,0.42,0.69,0.0,0.0,0.0,0.0,0.0,3.93,3200000000.0
2024-06-22,0.98,1.34,0.5,0.42,0.69,0.0,0.0,0.0,0.0,0.0,3.93,3200000000.0
2024-06-21,0.98,1.34,0.5,0.42,0.69,0.0,0.0,0.0,0.0,0.0,3.93,3200000000.0
2024-06-20,1.01,1.43,0.59,0.42,0.69,0.0,0.0,0.0,0.0,0.0,4.14,3200000000.0
2024-06-19,1.19,1.43,0.59,0.42,0.69,0.0,0.0,0.0,0.0,0.0,4.32,3200000000.0
2024-06-18,1.19,1.43,0.59,0.58,0.69,0.0,0.0,0.0,0.0,0.0,4.48,3200000000.0
2024-06-17,1.19,1.43,0.59,0.58,0.69,0.0,0.0,0.0,0.0,0.0,4.48,3200000000.0
2024-06-16,1.19,1.43,0.59,0.71,0.69,0.0,0.0,0.0,0.0,0.0,4.609999999999999,3200000000.0
2024-06-15,1.19,1.43,0.59,0.71,0.69,0.0,0.0,0.0,0.0,0.0,4.609999999999999,3200000000.0
2024-06-14,1.19,1.43,0.59,0.71,0.69,0.0,0.0,0.0,0.0,0.0,4.609999999999999,3200000000.0
2024-06-13,1.19,1.43,0.59,0.71,0.69,0.0,0.0,0.0,0.0,0.0,4.609999999999999,3200000000.0
2024-06-12,1.19,1.43,0.59,0.55,0.69,0.0,0.0,0.0,0.0,0.0,4.449999999999999,3200000000.0
2024-06-11,1.19,1.43,0.59,0.65,0.7,0.0,0.0,0.0,0.0,0.0,4.56,3200000000.0
2024-06-10,1.19,1.43,0.59,0.45,0.7,0.0,0.0,0.0,0.0,0.0,4.36,3200000000.0
2024-06-09,1.19,1.43,0.59,0.54,0.7,0.0,0.0,0.0,0.0,0.0,4.45,3200000000.0
2024-06-08,1.19,1.43,0.59,0.54,0.7,0.0,0.0,0.0,0.0,0.0,4.45,3200000000.0
2024-06-07,1.19,1.43,0.59,0.54,0.7,0.0,0.0,0.0,0.0,0.0,4.45,3200000000.0
2024-06-06,1.19,1.43,0.59,0.42,0.7,0.0,0.0,0.0,0.0,0.0,4.33,3200000000.0
2024-06-05,1.19,1.43,0.59,0.52,0.7,0.0,0.0,0.0,0.0,0.0,4.43,3200000000.0
2024-06-04,1.19,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.39,3200000000.0
2024-06-03,1.19,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.39,3200000000.0
2024-06-02,1.19,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.39,3200000000.0
2024-06-01,1.19,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.39,3200000000.0
2024-05-31,1.19,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.39,3200000000.0
2024-05-30,1.28,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.4799999999999995,3200000000.0
2024-05-29,1.28,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.4799999999999995,3200000000.0
2024-05-28,1.28,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.4799999999999995,3200000000.0
2024-05-27,1.28,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.4799999999999995,3200000000.0
2024-05-26,1.28,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.4799999999999995,3200000000.0
2024-05-25,1.28,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.4799999999999995,3200000000.0
2024-05-24,1.28,1.43,0.59,0.58,0.6,0.0,0.0,0.0,0.0,0.0,4.4799999999999995,3200000000.0
2024-05-23,1.28,1.43,0.59,0.58,0.5,0.0,0.0,0.0,0.0,0.0,4.38,3200000000.0
2024-05-22,1.28,1.39,0.59,0.58,0.5,0.0,0.0,0.0,0.0,0.0,4.34,3200000000.0
2024-05-21,1.28,1.39,0.59,0.58,0.5,0.0,0.0,0.0,0.0,0.0,4.34,3200000000.0
2024-05-20,1.28,1.4,0.59,0.58,0.5,0.0,0.0,0.0,0.0,0.0,4.35,3200000000.0
2024-05-19,1.28,1.3,0.59,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3200000000.0
2024-05-18,1.28,1.3,0.59,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3200000000.0
2024-05-17,1.28,1.3,0.59,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3200000000.0
2024-05-16,1.28,1.3,0.59,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3200000000.0
2024-05-15,1.32,1.3,0.59,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3.79,3200000000.0
2024-05-14,1.32,1.3,0.59,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3.79,3200000000.0
2024-05-13,1.32,1.29,0.59,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.58,3200000000.0
2024-05-12,1.32,1.32,0.59,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.61,3200000000.0
2024-05-11,1.32,1.32,0.59,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.61,3200000000.0
2024-05-10,1.32,1.32,0.59,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.61,3200000000.0
2024-05-09,1.32,1.32,0.59,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.61,3200000000.0
2024-05-08,1.32,1.28,0.59,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.57,3200000000.0
2024-05-07,1.32,1.28,0.59,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.57,3200000000.0
2024-05-06,1.32,1.28,0.59,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.57,3200000000.0
2024-05-05,1.32,1.28,0.59,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3200000000.0
2024-05-04,1.32,1.28,0.59,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3200000000.0
2024-05-03,1.32,1.28,0.59,0.58,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3200000000.0
2024-05-02,1.2,1.28,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,3200000000.0
2024-05-01,1.2,1.28,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,3200000000.0
2024-04-30,1.2,1.28,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,3200000000.0
2024-04-29,1.2,1.28,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,3200000000.0
2024-04-28,1.2,1.28,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,3200000000.0
2024-04-27,1.2,1.28,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,3200000000.0
2024-04-26,1.2,1.28,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,3200000000.0
2024-04-25,1.2,1.28,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,3200000000.0
2024-04-24,1.2,1.28,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,3200000000.0
2024-04-23,1.2,1.3,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,3200000000.0
2024-04-22,1.2,1.3,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,3200000000.0
2024-04-21,1.2,1.21,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3200000000.0
2024-04-20,1.2,1.21,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3200000000.0
2024-04-19,1.2,1.21,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3200000000.0
2024-04-18,1.2,1.21,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3200000000.0
2024-04-17,1.2,1.21,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3200000000.0
2024-04-16,1.11,1.21,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,3200000000.0
2024-04-15,1.11,1.13,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,3200000000.0
2024-04-14,1.11,1.13,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,3200000000.0
2024-04-13,1.11,1.13,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,3200000000.0
2024-04-12,1.11,1.13,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,3200000000.0
2024-04-11,1.11,1.03,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,3200000000.0
2024-04-10,1.11,1.03,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,3200000000.0
2024-04-09,1.11,0.93,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,3200000000.0
2024-04-08,1.11,0.84,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,3200000000.0
2024-04-07,1.11,0.84,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,3200000000.0
2024-04-06,1.11,0.84,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,3200000000.0
2024-04-05,1.11,0.84,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,3200000000.0
2024-04-04,1.11,0.71,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,3200000000.0
2024-04-03,1.11,0.71,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,3200000000.0
2024-04-02,1.01,0.71,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,3200000000.0
2024-04-01,1.01,0.71,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,3200000000.0
2024-03-31,1.01,0.71,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2850000000.0
2024-03-30,1.01,0.71,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2850000000.0
2024-03-29,1.01,0.71,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2850000000.0
2024-03-28,1.01,0.71,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2850000000.0
2024-03-27,1.01,0.62,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199999999999998,2850000000.0
2024-03-26,1.01,0.62,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199999999999998,2850000000.0
2024-03-25,1.01,0.62,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199999999999998,2850000000.0
2024-03-24,1.01,0.62,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199999999999998,2850000000.0
2024-03-23,1.01,0.62,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199999999999998,2850000000.0
2024-03-22,1.01,0.62,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2850000000.0
2024-03-21,1.01,0.62,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2850000000.0
2024-03-20,1.01,0.62,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2850000000.0
2024-03-19,1.01,0.62,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2850000000.0
2024-03-18,1.01,0.51,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2850000000.0
2024-03-17,1.01,0.51,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2850000000.0
2024-03-16,1.01,0.51,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2850000000.0
2024-03-15,1.01,0.51,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2850000000.0
2024-03-14,1.01,0.51,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,2850000000.0
2024-03-13,1.01,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,2850000000.0
2024-03-12,1.01,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,2850000000.0
2024-03-11,1.01,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,2850000000.0
2024-03-10,1.01,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,2850000000.0
2024-03-09,1.01,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,2850000000.0
2024-03-08,1.01,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,2850000000.0
2024-03-07,1.01,0.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2850000000.0
2024-03-06,1.01,0.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2850000000.0
2024-03-05,1.01,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1100000000000003,2850000000.0
2024-03-04,0.91,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,2850000000.0
2024-03-03,0.91,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,2850000000.0
2024-03-02,0.91,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,2850000000.0
2024-03-01,0.91,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,2850000000.0
2024-02-29,0.91,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,2850000000.0
2024-02-28,0.91,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,2850000000.0
2024-02-27,0.91,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,2850000000.0
2024-02-26,0.91,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,2850000000.0
2024-02-25,0.91,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2850000000.0
2024-02-24,0.91,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2850000000.0
2024-02-23,0.91,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2850000000.0
2024-02-22,0.91,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2850000000.0
2024-02-21,0.91,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2850000000.0
2024-02-20,0.82,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,2850000000.0
2024-02-19,0.82,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,2850000000.0
2024-02-18,0.82,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,2850000000.0
2024-02-17,0.82,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,2850000000.0
2024-02-16,0.82,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,2850000000.0
2024-02-15,0.82,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,2850000000.0
2024-02-14,0.82,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,2850000000.0
2024-02-13,0.82,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,2850000000.0
2024-02-12,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-11,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-10,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-09,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-08,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-07,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-06,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-05,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-04,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-03,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-02,0.7,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2850000000.0
2024-02-01,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,2850000000.0
2024-01-31,0.6,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,2850000000.0
