,549300EJ1ZB4YYIOMD56,549300KKLDTNOIW0NU52,6BS8JLEICI3VGJ264L55,2138001GBION41P49M96,549300LPS48DJ96NXT15,549300SHI4D0QGWI8X45,549300WBD0DQZRTLVD96,5493003FS3JD468P6Z37,549300C4RWHVOOSD9T96,TNWE6LERP1CI9IDAZB80,549300EOZ04JQL5Q8E05,219JICTKZM2TR3X24G69,Total,Market_capitalization
2024-10-15,0.0,0.99,2.0,0.0,0.0,0.0,0.0,0.97,0.45,0.0,0.0,0.0,4.41,3940000000.0
2024-10-14,0.0,0.99,1.95,0.0,0.0,0.0,0.0,1.03,0.45,0.0,0.0,0.0,4.42,3940000000.0
2024-10-13,0.0,0.99,1.83,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.69,3940000000.0
2024-10-12,0.0,0.99,1.83,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.69,3940000000.0
2024-10-11,0.0,0.99,1.83,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.69,3940000000.0
2024-10-10,0.0,0.99,1.83,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.69,3940000000.0
2024-10-09,0.0,0.99,1.73,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.59,3940000000.0
2024-10-08,0.0,0.99,1.6,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.46,3940000000.0
2024-10-07,0.0,1.07,1.6,0.0,0.0,0.39,0.0,0.99,0.45,0.0,0.0,0.0,4.5,3940000000.0
2024-10-06,0.0,1.07,1.6,0.0,0.0,0.39,0.0,0.99,0.45,0.0,0.0,0.0,4.5,3940000000.0
2024-10-05,0.0,1.07,1.6,0.0,0.0,0.39,0.0,0.99,0.45,0.0,0.0,0.0,4.5,3940000000.0
2024-10-04,0.0,1.07,1.6,0.0,0.0,0.39,0.0,0.99,0.45,0.0,0.0,0.0,4.5,3940000000.0
2024-10-03,0.0,1.07,1.54,0.0,0.0,0.39,0.0,0.99,0.45,0.0,0.0,0.0,4.44,3940000000.0
2024-10-02,0.0,1.07,1.42,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.36,3940000000.0
2024-10-01,0.0,1.07,1.36,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.300000000000001,3940000000.0
2024-09-30,0.0,1.07,1.25,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.19,3940000000.0
2024-09-29,0.0,1.07,1.15,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.09,3940000000.0
2024-09-28,0.0,1.07,1.15,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.09,3940000000.0
2024-09-27,0.0,1.07,1.15,0.0,0.0,0.39,0.0,1.03,0.45,0.0,0.0,0.0,4.09,3940000000.0
2024-09-26,0.0,1.07,1.05,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,4.08,3940000000.0
2024-09-25,0.0,1.07,0.84,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,3.8700000000000006,3940000000.0
2024-09-24,0.0,1.13,0.84,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,3.93,3940000000.0
2024-09-23,0.0,1.13,0.7,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,3.79,3940000000.0
2024-09-22,0.0,1.13,0.7,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,3.79,3940000000.0
2024-09-21,0.0,1.13,0.7,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,3.79,3940000000.0
2024-09-20,0.0,1.13,0.7,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,3.79,3940000000.0
2024-09-19,0.0,1.13,0.7,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,3.79,3940000000.0
2024-09-18,0.0,1.13,0.69,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,3.7800000000000002,3940000000.0
2024-09-17,0.0,0.0,0.71,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,2.6700000000000004,3940000000.0
2024-09-16,0.0,0.0,0.71,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,2.6700000000000004,3940000000.0
2024-09-15,0.0,0.0,0.71,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,2.6700000000000004,3940000000.0
2024-09-14,0.0,0.0,0.71,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,2.6700000000000004,3940000000.0
2024-09-13,0.0,0.0,0.71,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,2.6700000000000004,3940000000.0
2024-09-12,0.0,0.0,0.71,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,2.6700000000000004,3940000000.0
2024-09-11,0.0,0.0,0.6,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,2.5600000000000005,3940000000.0
2024-09-10,0.0,0.0,0.6,0.0,0.0,0.39,0.0,1.12,0.45,0.0,0.0,0.0,2.5600000000000005,3940000000.0
2024-09-09,0.0,0.0,0.6,0.0,0.0,0.39,0.0,1.22,0.45,0.0,0.0,0.0,2.66,3940000000.0
2024-09-08,0.0,0.0,0.56,0.0,0.0,0.39,0.0,1.36,0.45,0.0,0.0,0.0,2.7600000000000002,3940000000.0
2024-09-07,0.0,0.0,0.56,0.0,0.0,0.39,0.0,1.36,0.45,0.0,0.0,0.0,2.7600000000000002,3940000000.0
2024-09-06,0.0,0.0,0.56,0.0,0.0,0.39,0.0,1.36,0.45,0.0,0.0,0.0,2.7600000000000002,3940000000.0
2024-09-05,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.36,0.45,0.0,0.0,0.0,2.6100000000000003,3940000000.0
2024-09-04,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.36,0.45,0.0,0.0,0.0,2.6100000000000003,3940000000.0
2024-09-03,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.36,0.45,0.0,0.0,0.0,2.6100000000000003,3940000000.0
2024-09-02,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-09-01,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-31,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-30,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-29,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-28,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-27,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-26,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-25,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-24,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-23,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-22,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-21,0.0,0.0,0.41,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.74,3940000000.0
2024-08-20,0.0,0.0,0.56,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.89,3940000000.0
2024-08-19,0.0,0.0,0.56,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.89,3940000000.0
2024-08-18,0.0,0.0,0.56,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.89,3940000000.0
2024-08-17,0.0,0.0,0.56,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.89,3940000000.0
2024-08-16,0.0,0.0,0.56,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,2.89,3940000000.0
2024-08-15,0.0,0.0,0.67,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,3.0,3940000000.0
2024-08-14,0.0,0.0,0.67,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,3.0,3940000000.0
2024-08-13,0.0,0.0,0.67,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,3.0,3940000000.0
2024-08-12,0.0,0.0,0.67,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,3.0,3940000000.0
2024-08-11,0.0,0.0,0.67,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,3.0,3940000000.0
2024-08-10,0.0,0.0,0.67,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,3.0,3940000000.0
2024-08-09,0.0,0.0,0.67,0.0,0.0,0.39,0.0,1.49,0.45,0.0,0.0,0.0,3.0,3940000000.0
2024-08-08,0.0,0.0,0.71,0.0,0.0,0.39,0.0,1.49,0.59,0.0,0.0,0.0,3.1799999999999997,3940000000.0
2024-08-07,0.0,0.0,0.71,0.0,0.0,0.39,0.0,1.49,0.59,0.0,0.0,0.0,3.1799999999999997,3940000000.0
2024-08-06,0.0,0.0,0.71,0.0,0.0,0.39,0.0,1.49,0.59,0.0,0.0,0.0,3.1799999999999997,3940000000.0
2024-08-05,0.0,0.0,0.64,0.0,0.0,0.39,0.0,1.49,0.59,0.0,0.0,0.0,3.11,3940000000.0
2024-08-04,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-08-03,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-08-02,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-08-01,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-07-31,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-07-30,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-07-29,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-07-28,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-07-27,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-07-26,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-07-25,0.0,0.0,0.53,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.12,3940000000.0
2024-07-24,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-23,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-22,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-21,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-20,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-19,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-18,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-17,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-16,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-15,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-14,0.0,0.0,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,2.6,3940000000.0
2024-07-13,0.0,1.21,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.81,3940000000.0
2024-07-12,0.0,1.21,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.81,3940000000.0
2024-07-11,0.0,1.21,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.81,3940000000.0
2024-07-10,0.0,1.21,0.01,0.0,0.0,0.39,0.0,1.56,0.64,0.0,0.0,0.0,3.81,3940000000.0
2024-07-09,0.0,1.21,0.01,0.0,0.0,0.39,0.0,1.49,0.64,0.0,0.0,0.0,3.7399999999999998,3940000000.0
2024-07-08,0.0,1.21,0.01,0.0,0.0,0.39,0.0,1.49,0.64,0.0,0.0,0.0,3.7399999999999998,3940000000.0
2024-07-07,0.0,1.21,0.01,0.0,0.0,0.39,0.0,1.49,0.64,0.0,0.0,0.0,3.7399999999999998,3940000000.0
2024-07-06,0.0,1.21,0.01,0.0,0.0,0.39,0.0,1.49,0.64,0.0,0.0,0.0,3.7399999999999998,3940000000.0
2024-07-05,0.0,1.21,0.01,0.0,0.0,0.39,0.49,1.49,0.64,0.0,0.0,0.0,4.2299999999999995,3940000000.0
2024-07-04,0.0,1.21,0.01,0.0,0.0,0.39,0.49,1.49,0.64,0.0,0.0,0.0,4.2299999999999995,3940000000.0
2024-07-03,0.0,1.21,0.01,0.0,0.0,0.39,0.49,1.49,0.64,0.0,0.0,0.0,4.2299999999999995,3940000000.0
2024-07-02,0.0,1.21,0.01,0.0,0.0,0.39,0.49,1.52,0.64,0.0,0.0,0.0,4.26,3940000000.0
2024-07-01,0.0,1.21,0.01,0.0,0.0,0.39,0.49,1.52,0.64,0.0,0.0,0.0,4.26,3940000000.0
2024-06-30,0.0,1.21,0.01,0.0,0.0,0.39,0.49,1.52,0.64,0.0,0.0,0.0,4.26,3940000000.0
2024-06-29,0.0,1.21,0.01,0.0,0.0,0.39,0.49,1.52,0.64,0.0,0.0,0.0,4.26,3940000000.0
2024-06-28,0.25,1.21,0.01,0.0,0.0,0.39,0.49,1.52,0.64,0.0,0.0,0.0,4.51,3940000000.0
2024-06-27,0.25,1.21,0.01,0.0,0.0,0.39,0.49,1.52,0.51,0.0,0.0,0.0,4.38,3940000000.0
2024-06-26,0.25,1.21,0.01,0.0,0.0,0.39,0.49,1.52,0.51,0.0,0.0,0.0,4.38,3940000000.0
2024-06-25,0.25,1.21,0.01,0.0,0.0,0.39,0.49,1.43,0.51,0.0,0.0,0.0,4.289999999999999,3940000000.0
2024-06-24,0.25,1.21,0.01,0.0,0.0,0.39,0.49,1.43,0.51,0.0,0.0,0.0,4.289999999999999,3940000000.0
2024-06-23,0.25,1.21,0.01,0.0,0.0,0.39,0.49,1.43,0.51,0.0,0.0,0.0,4.289999999999999,3940000000.0
2024-06-22,0.25,1.21,0.01,0.0,0.0,0.39,0.49,1.43,0.51,0.0,0.0,0.0,4.289999999999999,3940000000.0
2024-06-21,0.25,1.21,0.01,0.0,0.0,0.39,0.49,1.43,0.51,0.0,0.0,0.0,4.289999999999999,3940000000.0
2024-06-20,0.25,1.21,0.01,0.0,0.49,0.39,0.49,1.35,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2024-06-19,0.25,1.21,0.01,0.0,0.49,0.39,0.49,1.35,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2024-06-18,0.25,1.21,0.01,0.0,0.49,0.39,0.49,1.35,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2024-06-17,0.25,1.21,0.01,0.0,0.49,0.39,0.49,1.35,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2024-06-16,0.25,1.21,0.01,0.0,0.49,0.39,0.49,1.35,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2024-06-15,0.25,1.21,0.01,0.0,0.49,0.39,0.49,1.35,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2024-06-14,0.25,1.21,0.01,0.0,0.49,0.39,0.49,1.35,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2024-06-13,0.25,1.21,0.01,0.0,0.49,0.39,0.49,1.35,0.0,0.0,0.0,0.0,4.1899999999999995,3940000000.0
2024-06-12,0.25,1.21,0.01,0.0,0.49,0.55,0.49,1.35,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-06-11,0.25,1.21,0.63,0.0,0.49,0.55,0.49,1.35,0.0,0.0,0.0,0.0,4.970000000000001,3940000000.0
2024-06-10,0.25,1.21,0.63,0.0,0.49,0.55,0.49,1.35,0.0,0.0,0.0,0.0,4.970000000000001,3940000000.0
2024-06-09,0.25,1.21,0.63,0.0,0.49,0.55,0.49,1.35,0.0,0.0,0.0,0.0,4.970000000000001,3940000000.0
2024-06-08,0.25,1.21,0.63,0.0,0.49,0.55,0.49,1.35,0.0,0.0,0.0,0.0,4.970000000000001,3940000000.0
2024-06-07,0.25,1.21,0.63,0.0,0.49,0.55,0.49,1.35,0.0,0.0,0.0,0.0,4.970000000000001,3940000000.0
2024-06-06,0.25,1.21,0.63,0.0,0.49,0.55,0.49,1.35,0.0,0.0,0.0,0.0,4.970000000000001,3940000000.0
2024-06-05,0.25,1.21,0.63,0.0,0.49,0.64,0.49,1.43,0.0,0.0,0.0,0.0,5.14,3940000000.0
2024-06-04,0.25,1.21,0.63,0.0,0.49,0.64,0.49,1.43,0.0,0.0,0.0,0.0,5.14,3940000000.0
2024-06-03,0.25,1.21,0.47,0.0,0.49,0.56,0.49,1.43,0.0,0.0,0.0,0.0,4.8999999999999995,3940000000.0
2024-06-02,0.25,1.21,0.47,0.0,0.49,0.56,0.49,1.43,0.0,0.0,0.0,0.0,4.8999999999999995,3940000000.0
2024-06-01,0.25,1.21,0.47,0.0,0.49,0.56,0.49,1.43,0.0,0.0,0.0,0.0,4.8999999999999995,3940000000.0
2024-05-31,0.25,1.21,0.47,0.0,0.49,0.56,0.49,1.43,0.0,0.0,0.0,0.0,4.8999999999999995,3940000000.0
2024-05-30,0.25,1.21,0.47,0.0,0.49,0.56,0.49,1.43,0.0,0.0,0.0,0.0,4.8999999999999995,3940000000.0
2024-05-29,0.25,1.21,0.47,0.0,0.49,0.61,0.49,1.43,0.0,0.0,0.0,0.0,4.949999999999999,3940000000.0
2024-05-28,0.25,1.21,0.47,0.0,0.49,0.61,0.49,1.43,0.0,0.0,0.0,0.0,4.949999999999999,3940000000.0
2024-05-27,0.25,1.21,0.56,0.0,0.49,0.61,0.49,1.43,0.0,0.0,0.0,0.0,5.039999999999999,3940000000.0
2024-05-26,0.25,1.21,0.56,0.0,0.49,0.61,0.49,1.43,0.0,0.0,0.0,0.0,5.039999999999999,3940000000.0
2024-05-25,0.25,1.21,0.56,0.0,0.49,0.61,0.49,1.43,0.0,0.0,0.0,0.0,5.039999999999999,3940000000.0
2024-05-24,0.25,1.21,0.56,0.0,0.49,0.61,0.49,1.43,0.0,0.0,0.0,0.0,5.039999999999999,3940000000.0
2024-05-23,0.25,1.21,0.56,0.0,0.49,0.61,0.49,1.43,0.0,0.0,0.0,0.0,5.039999999999999,3940000000.0
2024-05-22,0.25,1.21,0.56,0.0,0.49,0.61,0.49,1.43,0.0,0.0,0.0,0.0,5.039999999999999,3940000000.0
2024-05-21,0.25,1.21,0.56,0.0,0.49,0.55,0.49,1.43,0.0,0.0,0.0,0.0,4.9799999999999995,3940000000.0
2024-05-20,0.25,1.21,0.6,0.0,0.49,0.64,0.49,1.33,0.0,0.0,0.0,0.0,5.01,3940000000.0
2024-05-19,0.25,1.21,0.6,0.0,0.49,0.64,0.49,1.33,0.0,0.0,0.0,0.0,5.01,3940000000.0
2024-05-18,0.25,1.21,0.6,0.0,0.49,0.64,0.49,1.33,0.0,0.0,0.0,0.0,5.01,3940000000.0
2024-05-17,0.25,1.21,0.6,0.0,0.49,0.64,0.49,1.33,0.0,0.0,0.0,0.0,5.01,3940000000.0
2024-05-16,0.25,1.21,0.6,0.0,0.49,0.7,0.49,1.33,0.0,0.0,0.0,0.0,5.07,3940000000.0
2024-05-15,0.25,1.21,0.6,0.0,0.49,0.7,0.49,1.33,0.0,0.0,0.0,0.0,5.07,3940000000.0
2024-05-14,0.25,1.21,0.6,0.0,0.49,0.7,0.49,1.33,0.0,0.0,0.0,0.0,5.07,3940000000.0
2024-05-13,0.25,1.21,0.6,0.0,0.49,0.7,0.49,1.33,0.0,0.0,0.0,0.0,5.07,3940000000.0
2024-05-12,0.25,1.21,0.6,0.0,0.49,0.7,0.49,1.33,0.0,0.0,0.0,0.0,5.07,3940000000.0
2024-05-11,0.25,1.21,0.6,0.0,0.49,0.7,0.49,1.33,0.0,0.0,0.0,0.0,5.07,3940000000.0
2024-05-10,0.25,1.21,0.6,0.0,0.49,0.7,0.49,1.33,0.0,0.0,0.0,0.0,5.07,3940000000.0
2024-05-09,0.25,1.21,0.6,0.0,0.49,0.7,0.49,1.33,0.0,0.0,0.0,0.0,5.07,3940000000.0
2024-05-08,0.25,1.21,0.6,0.0,0.49,0.7,0.49,1.33,0.0,0.0,0.0,0.0,5.07,3940000000.0
2024-05-07,0.25,1.21,0.6,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.99,3940000000.0
2024-05-06,0.25,1.21,0.6,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.99,3940000000.0
2024-05-05,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-05-04,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-05-03,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-05-02,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-05-01,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-04-30,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-04-29,0.25,1.21,0.52,0.0,0.49,0.58,0.49,1.33,0.0,0.0,0.0,0.0,4.87,3940000000.0
2024-04-28,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-04-27,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-04-26,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-04-25,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-04-24,0.25,1.21,0.52,0.0,0.49,0.62,0.49,1.33,0.0,0.0,0.0,0.0,4.91,3940000000.0
2024-04-23,0.25,1.21,0.52,0.0,0.49,0.52,0.49,1.33,0.0,0.0,0.0,0.0,4.81,3940000000.0
2024-04-22,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-21,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-20,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-19,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-18,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-17,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-16,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-15,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-14,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-13,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-12,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-11,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-10,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-09,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-08,0.25,1.21,0.49,0.0,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.35,3940000000.0
2024-04-07,0.25,1.21,0.49,0.48,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.83,3940000000.0
2024-04-06,0.25,1.21,0.49,0.48,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.83,3940000000.0
2024-04-05,0.25,1.21,0.49,0.48,0.49,0.09,0.49,1.33,0.0,0.0,0.0,0.0,4.83,3940000000.0
2024-04-04,0.25,1.21,0.49,0.48,0.49,0.09,0.49,0.96,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-04-03,0.25,1.21,0.49,0.48,0.49,0.09,0.49,0.96,0.0,0.0,0.0,0.0,4.46,3940000000.0
2024-04-02,0.25,1.21,0.49,0.48,0.49,0.09,0.49,0.81,0.0,0.0,0.0,0.0,4.3100000000000005,3940000000.0
2024-04-01,0.25,1.21,0.49,0.48,0.49,0.09,0.49,0.81,0.0,0.0,0.0,0.0,4.3100000000000005,3940000000.0
2024-03-31,0.25,1.21,0.49,0.48,0.49,0.09,0.49,0.81,0.0,0.0,0.0,0.0,4.3100000000000005,3940000000.0
2024-03-30,0.25,1.21,0.49,0.48,0.49,0.09,0.49,0.81,0.0,0.0,0.0,0.0,4.3100000000000005,3940000000.0
2024-03-29,0.25,1.21,0.49,0.48,0.49,0.09,0.49,0.81,0.0,0.0,0.0,0.0,4.3100000000000005,3940000000.0
2024-03-28,0.25,1.21,0.49,0.48,0.49,0.09,0.49,0.81,0.0,0.0,0.0,0.0,4.3100000000000005,3940000000.0
2024-03-27,0.25,1.21,0.49,0.48,0.49,0.09,0.49,0.81,0.0,0.0,0.0,0.0,4.3100000000000005,3940000000.0
2024-03-26,0.25,1.21,0.49,0.48,0.49,0.09,0.49,0.81,0.0,0.0,0.0,0.0,4.3100000000000005,3940000000.0
